NID,BEH_NUM,NOM,KOLSAMPLE,DATA_REC,AUT_REC,NAZ,SPUT,AGE,STR,GEOGRAPHY,SIZE1,SIZE2,SIZE3,WEIGHT,PRESERV,PREPAR,NAME_KOL,NOM_KOL,NAME_KAT,NOM_KAT,AUT_FIND,AGE_FIND,FAMIL_DEL,YEAR_DEL,DESCR,LITERAT,LON,LAT
29201,0006-0003,58730,1,1996,Андреева И.П.,Плитка-мрамор,,,Италия,,"7,4","7,4","0,6",,хорошая,,Разумовский,536,,,Разумовский,,МГРИ,до 1858,"бело-серый,тонкослоистый с белой жилой,согласной слоистости,просвечивающий;квадратн.плитка,полир.с одной стороны",,10.349284,44.954457
29202,0006-0004,58731,1,1996,Андреева И.П.,Плитка-мрамор,,,Италия,,"7,4","7,4","0,3",,хорошая,,Разумовский,537,,,Разумовский,,МГРИ,до 1858,"белый-серо-белый с тонкими прямыми полосами,прсвечивающий;квадратн.плитка,полир.с одной стороны,наклеенная на шиферную пластину",,10.349284,44.954457
29203,0006-0291,58732,1,1996,Брюшкова Л.П.,Мрамор,,,Италия,,7.5,7.4,0.5,,хорошая,,Разумовский,0539,,,Разумовский Г.К.,1837 до,"Молошников,МГРИ",1858,квадратная полированная пластина в красно- желтых тонах со сложным рисунком,,10.349284,44.954457
29204,0006-0005,58733,1,1996,Андреева И.П.,Плитка-мрамор,,,Италия,,"7,4","7,4","0,3",,хорошая,,Разумовский,542,,,Разумовский,,МГРИ,до 1858,"светло-серый с ровными зелеными(хлорит?)полосами,просвечивающий;квадратн.плитка,полир.с одной стороны",,10.349284,44.954457
29205,0006-0006,58734,1,1996,Андреева И.П.,Плитка-мрамор,,,Италия,,"7,3","7,3","0,4",,хорошая,,Разумовский,545,,,Разумовский,,МГРИ,до 1858,"черный,непрозрачный;квадратн.плитка,полир.с одной стороны",,10.349284,44.954457
29206,0006-0292,58735,1,1996,Брюшкова Л.П.,Мрамор,,,Италия,,7.3,7.3,0.4,,хорошая,,Разумовский,0546,,,Разумовский Г.К.,1837 до,"Молошников,МГРИ",1858,квадратная полированная пластина в красно- желтых тонах со сложным рисунком,,10.349284,44.954457
29207,0006-0007,58736,1,1996,Андреева И.П.,Плитка-мрамор,,,Италия,,"7,4","7,4","0,3",,хорошая,,Разумовский,547,,,Разумовский,,МГРИ,до 1858,"темно-красный с белыми волокнисто-лучистыми прожилками и секущими их белоснежно-желтыми,просвечивающими;редкие мелкие остатаки фауны;квадратн.плитка,полир.с одной стороны",,10.349284,44.954457
29208,0006-0008,58737,1,1996,Андреева И.П.,Плитка-мрамор,,,Италия,,7.3,7.3,0.5,,хорошая,,Разумовский,548,,,Разумовский Г.К.,до 1837,"Молошников,МГРИ",до 1858,"светлый,брекчиевый из 3-х разных частей:розовато-серой,серой и пестрой-мелкобрекчиевой,непросвечивающий, рисунчатый; квадратн.плитка,полир.с одной стороны",,10.349284,44.954457
29209,0006-0009,58738,1,1996,Андреева И.П.,Плитка-мрамор,,,Италия,,7.5,7.5,0.3,,хорошая,,Разумовский,549,,,Разумовский,до 1837,"Молошников,МГРИ",до 1858,"темно-коричневый с белыми и розовато-белыми обломками и крупным кристаллическим белым прожилком;светлые обломки просвечивают;квадратн.плитка,полир.с одной стороны",,10.349284,44.954457
29210,0006-0010,58739,1,1996,Андреева И.П.,Плитка-мрамор,,,Италия,,7.5,7.5,0.7,,хорошая,,Разумовский,551,,,Разумовский,до 1837,"Молошников,МГРИ",до 1858,"темный,бордово-коричневый с белыми рваными полупросвечивающими пятнами;квадратн.плитка,полир.с одной стороны",,10.349284,44.954457
29211,0006-0011,58740,1,1996,Андреева И.П.,Плитка-мрамор,,,Италия,,"7,3","7,3","0,4",,плохая,,Разумовский,553,,,Разумовский,,МГРИ,до 1858,"белый,палево-белый,слоистый,просвечивающ.,кристаллический;квадратн.плитка,полир.с одной стороны;один угол отбит",,10.349284,44.954457
29212,0006-0012,58741,1,1996,Андреева И.П.,Плитка-мрамор,,,Италия,,"7,4","7,4","0,4",,хорошая,,Разумовский,555,,,Разумовский,,МГРИ,до 1858,"сиренево-белый с тонкими ветвящимися т/вишневыми прожилками и более поздними серыми;пятна просвечивают;квадратн.плитка,полир.с одной стороны",,10.349284,44.954457
29213,0006-0013,58742,1,1996,Андреева И.П.,Плитка-мрамор,,,Италия,,"7,3","7,3","0,4",,хорошая,,Разумовский,556,,,Разумовский,,МГРИ,до 1858,"желтовато-бледно-розовый,пастельных теплых тонов,неясно полосчатый,просвечивающий;квадратн.плитка,полир.с одной стороны",,10.349284,44.954457
29214,0006-0014,58743,1,1996,Андреева И.П.,Плитка-мрамор,,,Италия,,7.2,7.2,0.5,,хорошая,,Разумовский,558,,,Разумовский,до 1837,"Молошников,МГРИ",до 1858,"розовый с белыми пятнами;розовое образует ветвящиеся причудливые формы,среди которых редкие темно-зеленые включения амфибола или хлорита;просвечивает красиво;квадратн.плитка,полир.с одной стороны",,10.349284,44.954457
29215,0006-0015,58744,1,1996,Андреева И.П.,Плитка-мрамор,,,Италия,,7.4,7.4,0.7,,хорошая,,Разумовский,559,,,Разумовский,до 1837,"Молошников,МГРИ",до 1858,"темный,обломочная брекчия;светло-розовые,серые и красные обломки(фауна?)'плавают'в темно-сером цементе;обломки слабо просвечивают;квадратн.плитка,полир.с одной стороны",,10.349284,44.954457
29216,0006-0187,58745,1,1996,Брюшкова Л.П.,Плитка-мрамор,,,Италия,,7.5,7.5,0.5,,хорошая,,Разумовский,561,,,Разумовский,до 1837,"Молошников,МГРИ",до 1858,"квадратн.плитка,полир.с одной стороны;мрамор темно-серый пестрый",,10.349284,44.954457
29217,0006-0016,58746,1,1996,Андреева И.П.,Плитка-мрамор,,,Италия,,"7,4","7,3","0,5",,хорошая,,Разумовский,564,,,Разумовский,,МГРИ,до 1858,"пестро-желтый,брекчеевый с прозрачн.мелкими прожилками,слабо просвечивающими;квадратн.плитка,полир.с одной стороны",,10.349284,44.954457
